slug,name,botanical,genus,cat,grouped,group,groupDefault,bloomCount,bloomColors,foliage,sun,water,zones,tags
pampas-grass-gold,Gold Band Pampas,Cortaderia selloana 'Aureolineata',Cortaderia,Grass,true,pampas-grass,false,1,#f0e8d0,#b8a84a,full-sun,low,7-11,gold plume fall
pampas-grass-dwarf,Dwarf Pampas (Pumila),Cortaderia selloana 'Pumila',Cortaderia,Grass,true,pampas-grass,false,1,#f2ead2,#8a9163,full-sun,low,6-11,cream plume fall
lavender,Lavender,Lavandula,Lavandula,Herb,true,lavender,true,1,#8a6fc4,#6f8f6a,full-sun,low,5-9,purple fragrant pollinator
lavender-hidcote,Hidcote,Lavandula angustifolia 'Hidcote',Lavandula,Herb,true,lavender,false,1,#5e4a9e,#8a9a8a,full-sun,low,5-9,purple violet fragrant pollinator
lavender-munstead,Munstead,Lavandula angustifolia 'Munstead',Lavandula,Herb,true,lavender,false,1,#8a72c2,#8a9a8a,full-sun,low,5-9,purple lavender fragrant pollinator
lavender-phenomenal,Phenomenal,Lavandula × intermedia 'Phenomenal',Lavandula,Herb,true,lavender,false,1,#7a6fc8,#9aa89a,full-sun,low,5-9,purple blue lavender fragrant pollinator
lavender-grosso,Grosso,Lavandula × intermedia 'Grosso',Lavandula,Herb,true,lavender,false,1,#6a4ea8,#9aa89a,full-sun,low,5-9,purple violet fragrant pollinator
lavender-provence,Provence,Lavandula × intermedia 'Provence',Lavandula,Herb,true,lavender,false,1,#a890d0,#9aa89a,full-sun,low,5-9,purple lavender fragrant pollinator
lavender-hidcote-pink,Hidcote Pink,Lavandula angustifolia 'Hidcote Pink',Lavandula,Herb,true,lavender,false,1,#e0b0c8,#8a9a8a,full-sun,low,5-9,pink blush fragrant pollinator
lavender-edelweiss,Edelweiss,Lavandula × intermedia 'Edelweiss',Lavandula,Herb,true,lavender,false,1,#eae8de,#9aa89a,full-sun,low,5-9,white fragrant pollinator
lavender-royal-velvet,Royal Velvet,Lavandula angustifolia 'Royal Velvet',Lavandula,Herb,true,lavender,false,1,#5a4aa4,#8a9a8a,full-sun,low,5-9,purple violet fragrant pollinator
lavender-spanish,Spanish Lavender,Lavandula stoechas,Lavandula,Herb,true,lavender,false,1,#7a3a9e,#8a9a8a,full-sun,low,7-9,purple violet fragrant pollinator
lavender-french,French Lavender,Lavandula dentata,Lavandula,Herb,true,lavender,false,1,#9a7ac4,#8a9a8a,full-sun,low,8-9,purple lavender fragrant pollinator
lavender-nana-alba,Nana Alba,Lavandula angustifolia 'Nana Alba',Lavandula,Herb,true,lavender,false,1,#ece9df,#8a9a8a,full-sun,low,5-9,white dwarf fragrant pollinator
rosemary,Rosemary,Salvia rosmarinus,Salvia,Herb,false,,false,1,#8f9fd6,#5a7d5a,full-sun,low,7-10,blue fragrant edible evergreen
thyme,Thyme,Thymus,Thymus,Herb,false,,false,1,#c08fc6,#6f8f6a,full-sun,low,4-9,purple groundcover edible fragrant
sage,Sage,Salvia officinalis,Salvia,Herb,false,,false,1,#9b8fd6,#8a977f,full-sun,low,4-8,purple edible fragrant
chives,Chives,Allium schoenoprasum,Allium,Herb,false,,false,1,#b87fc6,,full-sun,moderate,3-9,purple edible
oregano,Oregano,Origanum,Origanum,Herb,false,,false,1,#c69fd6,#6f8f6a,full-sun,low,4-9,purple edible fragrant
mint,Mint,Mentha,Mentha,Herb,false,,false,1,#b8a0d6,#4a8f4a,part-sun,high,3-9,purple edible fragrant
japanese-maple,Japanese Maple,Acer palmatum,Acer,Tree,true,japanese-maple,true,0,,#a8432b,part-shade,moderate,5-8,red foliage fall color specimen
bloodgood,Bloodgood,Acer palmatum 'Bloodgood',Acer,Tree,true,japanese-maple,false,0,,#8a2e2e,part-shade,moderate,5-8,red purple foliage fall color specimen
emperor,Emperor I,Acer palmatum 'Emperor I',Acer,Tree,true,japanese-maple,false,0,,#9a2e2e,part-shade,moderate,5-8,red foliage fall color specimen
sango-kaku,Coral Bark Maple,Acer palmatum 'Sango-kaku',Acer,Tree,true,japanese-maple,false,0,,#9ab04a,part-shade,moderate,5-8,green coral gold foliage fall color specimen
crimson-queen,Crimson Queen,Acer palmatum var. dissectum 'Crimson Queen',Acer,Tree,true,japanese-maple,false,0,,#8a2e3a,part-shade,moderate,5-8,red foliage laceleaf fall color specimen
viridis,Viridis,Acer palmatum var. dissectum 'Viridis',Acer,Tree,true,japanese-maple,false,0,,#5a8a3a,part-shade,moderate,5-8,green foliage laceleaf fall color specimen
tamukeyama,Tamukeyama,Acer palmatum var. dissectum 'Tamukeyama',Acer,Tree,true,japanese-maple,false,0,,#7a2e3a,part-shade,moderate,5-9,red purple foliage laceleaf specimen
butterfly,Butterfly,Acer palmatum 'Butterfly',Acer,Tree,true,japanese-maple,false,0,,#9ab87a,part-shade,moderate,5-8,green cream white foliage variegated specimen
orange-dream,Orange Dream,Acer palmatum 'Orange Dream',Acer,Tree,true,japanese-maple,false,0,,#d0a83a,part-shade,moderate,5-8,orange gold yellow foliage specimen
fireglow,Fireglow,Acer palmatum 'Fireglow',Acer,Tree,true,japanese-maple,false,0,,#a02e2e,part-sun,moderate,5-8,red foliage fall color specimen
osakazuki,Osakazuki,Acer palmatum 'Osakazuki',Acer,Tree,true,japanese-maple,false,0,,#5a8a3a,part-shade,moderate,5-8,green red foliage fall color specimen
waterfall,Waterfall,Acer palmatum var. dissectum 'Waterfall',Acer,Tree,true,japanese-maple,false,0,,#5a8a4a,part-shade,moderate,5-8,green foliage laceleaf fall color specimen
redbud,Eastern Redbud,Cercis canadensis,Cercis,Tree,true,redbud,true,1,#c45a92,,part-sun,moderate,4-9,pink native spring
forest-pansy,Forest Pansy,Cercis canadensis 'Forest Pansy',Cercis,Tree,true,redbud,false,1,#c45a92,#5a3a48,part-sun,moderate,5-9,pink native spring
hearts-of-gold,Hearts of Gold,Cercis canadensis 'Hearts of Gold',Cercis,Tree,true,redbud,false,1,#c45a92,#c8b84a,part-sun,moderate,5-9,pink native spring
rising-sun,The Rising Sun,Cercis canadensis 'The Rising Sun',Cercis,Tree,true,redbud,false,1,#c45a92,#d0a83a,part-sun,moderate,5-9,pink native spring
royal-white,Royal White Redbud,Cercis canadensis f. alba 'Royal White',Cercis,Tree,true,redbud,false,1,#f6f2ea,,part-sun,moderate,4-9,white native spring
ruby-falls,Ruby Falls,Cercis canadensis 'Ruby Falls',Cercis,Tree,true,redbud,false,1,#c04a8e,#5a3a48,part-sun,moderate,5-9,pink native spring weeping
lavender-twist,Lavender Twist,Cercis canadensis 'Covey',Cercis,Tree,true,redbud,false,1,#c46a9e,,part-sun,moderate,4-9,pink lavender native spring weeping
oklahoma-redbud,Oklahoma Redbud,Cercis canadensis var. texensis 'Oklahoma',Cercis,Tree,true,redbud,false,1,#b03a7e,,full-sun,moderate,6-9,magenta purple spring
appalachian-red,Appalachian Red,Cercis canadensis 'Appalachian Red',Cercis,Tree,true,redbud,false,1,#c83a6e,,part-sun,moderate,5-9,magenta pink native spring
flame-thrower,Flame Thrower,Cercis canadensis 'Flame Thrower',Cercis,Tree,true,redbud,false,1,#c45a92,#a06a3a,part-sun,moderate,5-9,pink native spring
dogwood-tree,Flowering Dogwood,Cornus florida,Cornus,Tree,true,dogwood,true,1,#fbfbfb,,part-shade,moderate,5-9,white native spring
cherokee-chief,Cherokee Chief,Cornus florida 'Cherokee Chief',Cornus,Tree,true,dogwood,false,1,#d6486a,,part-shade,moderate,5-9,red pink native spring
cherokee-princess,Cherokee Princess,Cornus florida 'Cherokee Princess',Cornus,Tree,true,dogwood,false,1,#f8f6ee,,part-shade,moderate,5-9,white native spring
cherokee-brave,Cherokee Brave,Cornus florida 'Cherokee Brave',Cornus,Tree,true,dogwood,false,1,#e0567e,,part-shade,moderate,5-9,pink red native spring
cloud-nine,Cloud Nine,Cornus florida 'Cloud Nine',Cornus,Tree,true,dogwood,false,1,#f8f6ee,,part-shade,moderate,5-9,white native spring
dogwood-rubra,Pink Dogwood,Cornus florida var. rubra,Cornus,Tree,true,dogwood,false,1,#f0b8c8,,part-shade,moderate,5-9,pink native spring
kousa-dogwood,Kousa Dogwood,Cornus kousa,Cornus,Tree,true,dogwood,false,1,#f4f2ea,,part-shade,moderate,5-8,white spring
milky-way,Milky Way Kousa,Cornus kousa 'Milky Way',Cornus,Tree,true,dogwood,false,1,#f4f2ea,,part-shade,moderate,5-8,white spring
wolf-eyes,Wolf Eyes,Cornus kousa 'Wolf Eyes',Cornus,Tree,true,dogwood,false,1,#f2f0e8,#9ab87a,part-shade,moderate,5-8,white green cream variegated spring
satomi,Satomi Kousa,Cornus kousa 'Satomi',Cornus,Tree,true,dogwood,false,1,#f0c0cc,,part-shade,moderate,5-8,pink spring
cornelian-cherry,Cornelian Cherry,Cornus mas,Cornus,Tree,true,dogwood,false,1,#f0d048,,full-sun,moderate,4-8,yellow spring early
stellar-pink,Stellar Pink,Cornus × rutgersensis 'Stellar Pink',Cornus,Tree,true,dogwood,false,1,#f0bccc,,part-shade,moderate,5-8,pink spring
saucer-magnolia,Saucer Magnolia,Magnolia × soulangeana,Magnolia,Tree,true,magnolia,true,1,#e3bcd2,,full-sun,moderate,4-9,pink fragrant spring
star-magnolia,Star Magnolia,Magnolia stellata,Magnolia,Tree,true,magnolia,false,1,#f6f2ea,,full-sun,moderate,4-8,white fragrant spring early
jane-magnolia,Jane Magnolia,Magnolia 'Jane',Magnolia,Tree,true,magnolia,false,1,#a85a9e,,full-sun,moderate,4-8,purple pink fragrant spring
ann-magnolia,Ann Magnolia,Magnolia 'Ann',Magnolia,Tree,true,magnolia,false,1,#9a4a8e,,full-sun,moderate,4-8,purple magenta fragrant spring
royal-star,Royal Star Magnolia,Magnolia stellata 'Royal Star',Magnolia,Tree,true,magnolia,false,1,#f8f4ec,,full-sun,moderate,4-8,white fragrant spring early
leonard-messel,Leonard Messel,Magnolia × loebneri 'Leonard Messel',Magnolia,Tree,true,magnolia,false,1,#d6a0c4,,full-sun,moderate,4-8,pink lilac fragrant spring
alexandrina,Alexandrina Magnolia,Magnolia × soulangeana 'Alexandrina',Magnolia,Tree,true,magnolia,false,1,#d68ab8,,full-sun,moderate,4-9,pink purple fragrant spring
little-gem,Little Gem Magnolia,Magnolia grandiflora 'Little Gem',Magnolia,Tree,true,magnolia,false,1,#f8f6ec,#3f6b3f,full-sun,moderate,7-10,white evergreen fragrant
sweetbay-magnolia,Sweetbay Magnolia,Magnolia virginiana,Magnolia,Tree,true,magnolia,false,1,#f4f0e4,,part-sun,high,5-10,white cream fragrant native
butterflies-magnolia,Butterflies Magnolia,Magnolia 'Butterflies',Magnolia,Tree,true,magnolia,false,1,#f0dc78,,full-sun,moderate,5-9,yellow fragrant spring
genie-magnolia,Genie Magnolia,Magnolia 'Genie',Magnolia,Tree,true,magnolia,false,1,#8a3a6e,,full-sun,moderate,5-9,purple magenta burgundy fragrant spring
betty-magnolia,Betty Magnolia,Magnolia 'Betty',Magnolia,Tree,true,magnolia,false,1,#a05a9e,,full-sun,moderate,4-8,purple pink fragrant spring
crabapple,Flowering Crabapple,Malus,Malus,Tree,true,crabapple,true,1,#e87da0,,full-sun,moderate,4-8,pink spring berries
prairifire,Prairifire,Malus 'Prairifire',Malus,Tree,true,crabapple,false,1,#d6486a,#6a4a48,full-sun,moderate,4-8,red pink spring berries
royal-raindrops,Royal Raindrops,Malus 'Royal Raindrops',Malus,Tree,true,crabapple,false,1,#cc4a7e,#5a3a44,full-sun,moderate,4-8,magenta pink spring berries
snowdrift,Snowdrift,Malus 'Snowdrift',Malus,Tree,true,crabapple,false,1,#f8f6ee,,full-sun,moderate,4-8,white spring berries
profusion,Profusion,Malus 'Profusion',Malus,Tree,true,crabapple,false,1,#d65a8e,#6a4a48,full-sun,moderate,4-8,pink magenta spring berries
red-jewel,Red Jewel,Malus 'Red Jewel',Malus,Tree,true,crabapple,false,1,#f8f6ee,,full-sun,moderate,4-8,white spring berries
indian-magic,Indian Magic,Malus 'Indian Magic',Malus,Tree,true,crabapple,false,1,#e06a9a,,full-sun,moderate,4-8,pink rose spring berries
sugar-tyme,Sugar Tyme,Malus 'Sugar Tyme',Malus,Tree,true,crabapple,false,1,#f4e0e8,,full-sun,moderate,4-8,white pink spring berries
adirondack,Adirondack,Malus 'Adirondack',Malus,Tree,true,crabapple,false,1,#f4eae8,,full-sun,moderate,4-8,white pink spring berries
purple-prince,Purple Prince,Malus 'Purple Prince',Malus,Tree,true,crabapple,false,1,#d65a8e,#5a3a44,full-sun,moderate,4-8,pink magenta spring berries
golden-raindrops,Golden Raindrops,Malus 'Golden Raindrops',Malus,Tree,true,crabapple,false,1,#f8f6ee,,full-sun,moderate,4-8,white spring berries
flowering-cherry,Flowering Cherry,Prunus serrulata,Prunus,Tree,true,flowering-cherry,true,1,#f6c9d8,,full-sun,moderate,5-8,pink spring specimen
yoshino,Yoshino Cherry,Prunus × yedoensis,Prunus,Tree,true,flowering-cherry,false,1,#f0dce4,,full-sun,moderate,5-8,pink white spring specimen
kwanzan,Kwanzan Cherry,Prunus serrulata 'Kanzan',Prunus,Tree,true,flowering-cherry,false,1,#e87aa8,,full-sun,moderate,5-8,pink spring specimen
weeping-cherry,Weeping Cherry,Prunus subhirtella 'Pendula',Prunus,Tree,true,flowering-cherry,false,1,#f0b8cc,,full-sun,moderate,5-8,pink spring weeping specimen
okame,Okame Cherry,Prunus 'Okame',Prunus,Tree,true,flowering-cherry,false,1,#e06a9a,,full-sun,moderate,6-9,pink spring specimen
mount-fuji,Mount Fuji Cherry,Prunus serrulata 'Shirotae',Prunus,Tree,true,flowering-cherry,false,1,#f8f4ec,,full-sun,moderate,5-8,white spring specimen
snow-fountains,Snow Fountains,Prunus 'Snofozam',Prunus,Tree,true,flowering-cherry,false,1,#f8f4ec,,full-sun,moderate,5-8,white spring weeping
akebono,Akebono Cherry,Prunus × yedoensis 'Akebono',Prunus,Tree,true,flowering-cherry,false,1,#f0c8d8,,full-sun,moderate,5-8,pink spring specimen
autumn-cherry,Autumn Flowering Cherry,Prunus subhirtella 'Autumnalis',Prunus,Tree,true,flowering-cherry,false,1,#f0dce4,,full-sun,moderate,5-8,pink white spring specimen
cherry-pink-cloud,Pink Cloud Cherry,Prunus 'Pink Cloud',Prunus,Tree,true,flowering-cherry,false,1,#e89ab8,,full-sun,moderate,5-8,pink spring specimen
serviceberry,Serviceberry,Amelanchier,Amelanchier,Tree,true,serviceberry,true,1,#fbfbfb,#5f8a52,part-sun,moderate,4-8,white native spring fall color
autumn-brilliance,Autumn Brilliance,Amelanchier × grandiflora 'Autumn Brilliance',Amelanchier,Tree,true,serviceberry,false,1,#f8f6ee,#5f8a52,part-sun,moderate,4-8,white native spring fall color
princess-diana,Princess Diana Serviceberry,Amelanchier × grandiflora 'Princess Diana',Amelanchier,Tree,true,serviceberry,false,1,#f8f6ee,#5f8a52,part-sun,moderate,4-8,white native spring fall color
coles-select,Cole's Select,Amelanchier × grandiflora 'Cole's Select',Amelanchier,Tree,true,serviceberry,false,1,#f8f6ee,#5f8a52,part-sun,moderate,4-8,white native spring fall color
regent-serviceberry,Regent Serviceberry,Amelanchier alnifolia 'Regent',Amelanchier,Shrub,true,serviceberry,false,1,#f8f6ee,,full-sun,moderate,3-8,white native spring edible
rainbow-pillar,Rainbow Pillar,Amelanchier canadensis 'Rainbow Pillar',Amelanchier,Tree,true,serviceberry,false,1,#f8f6ee,#5f8a52,part-sun,moderate,4-8,white native spring fall color
serviceberry-ballerina,Ballerina Serviceberry,Amelanchier × grandiflora 'Ballerina',Amelanchier,Tree,true,serviceberry,false,1,#f8f6ee,#5f8a52,part-sun,moderate,4-8,white native spring fall color
southern-magnolia,Southern Magnolia,Magnolia grandiflora,Magnolia,Tree,true,magnolia,false,1,#fbfbf2,#3f6b3f,full-sun,moderate,7-10,white evergreen fragrant
red-maple,Red Maple,Acer rubrum,Acer,Tree,false,,false,0,,#5f8a4a,full-sun,moderate,3-9,shade fall color native
sugar-maple,Sugar Maple,Acer saccharum,Acer,Tree,false,,false,0,,#5f8a4a,full-sun,moderate,3-8,shade fall color native
river-birch,River Birch,Betula nigra,Betula,Tree,false,,false,0,,#6f9a55,full-sun,high,4-9,shade native bark
ginkgo,Ginkgo,Ginkgo biloba,Ginkgo,Tree,false,,false,0,,#6f9a55,full-sun,moderate,3-8,shade yellow fall color
tulip-tree,Tulip Tree,Liriodendron tulipifera,Liriodendron,Tree,false,,false,1,#ccd866,,full-sun,moderate,4-9,shade native yellow
weeping-willow,Weeping Willow,Salix babylonica,Salix,Tree,false,,false,0,,#7f9a52,full-sun,high,4-9,shade water specimen
honeylocust,Honeylocust,Gleditsia triacanthos,Gleditsia,Tree,false,,false,0,,#6f9a55,full-sun,moderate,3-9,shade yellow
linden,Littleleaf Linden,Tilia cordata,Tilia,Tree,false,,false,0,,#6f9a55,full-sun,moderate,3-8,shade fragrant
hardy-hibiscus,Hardy Hibiscus,Hibiscus moscheutos,Hibiscus,Perennial,true,hardy-hibiscus,true,1,#e24d8a,,full-sun,high,5-9,pink large
hardy-hibiscus-lord-baltimore,Lord Baltimore,Hibiscus moscheutos 'Lord Baltimore',Hibiscus,Perennial,true,hardy-hibiscus,false,1,#d6283a,,full-sun,high,5-9,red large
hardy-hibiscus-lady-baltimore,Lady Baltimore,Hibiscus moscheutos 'Lady Baltimore',Hibiscus,Perennial,true,hardy-hibiscus,false,1,#e87aa8,,full-sun,high,5-9,pink bicolor large
hardy-hibiscus-midnight-marvel,Midnight Marvel,Hibiscus 'Midnight Marvel',Hibiscus,Perennial,true,hardy-hibiscus,false,1,#cc2832,#4a2a3a,full-sun,high,5-9,red large
hardy-hibiscus-berry-awesome,Berry Awesome,Hibiscus 'Berry Awesome',Hibiscus,Perennial,true,hardy-hibiscus,false,1,#d66aa8,,full-sun,high,5-9,pink lavender bicolor large
hardy-hibiscus-cranberry-crush,Cranberry Crush,Hibiscus 'Cranberry Crush',Hibiscus,Perennial,true,hardy-hibiscus,false,1,#b0283e,,full-sun,high,5-9,red burgundy large
hardy-hibiscus-luna-white,Luna White,Hibiscus moscheutos 'Luna White',Hibiscus,Perennial,true,hardy-hibiscus,false,1,#f2ece2,,full-sun,high,5-9,white bicolor large
hardy-hibiscus-luna-pink-swirl,Luna Pink Swirl,Hibiscus moscheutos 'Luna Pink Swirl',Hibiscus,Perennial,true,hardy-hibiscus,false,1,#e88ab0,,full-sun,high,5-9,pink white bicolor large
hardy-hibiscus-kopper-king,Kopper King,Hibiscus 'Kopper King',Hibiscus,Perennial,true,hardy-hibiscus,false,1,#f0b0c0,#7a4a44,full-sun,high,5-9,pink white bicolor large
hardy-hibiscus-cherry-choco-latte,Cherry Choco Latte,Hibiscus 'Cherry Choco Latte',Hibiscus,Perennial,true,hardy-hibiscus,false,1,#e06a9a,#5a4a3a,full-sun,high,5-9,pink red bicolor large
hardy-hibiscus-holy-grail,Holy Grail,Hibiscus 'Holy Grail',Hibiscus,Perennial,true,hardy-hibiscus,false,1,#c2222e,#3a2a30,full-sun,high,5-9,red large
hardy-hibiscus-summer-storm,Summer Storm,Hibiscus 'Summer Storm',Hibiscus,Perennial,true,hardy-hibiscus,false,1,#e07aa8,#5a3a44,full-sun,high,5-9,pink large
joe-pye-weed,Joe Pye Weed,Eutrochium,Eutrochium,Perennial,false,,false,1,#b06f9e,,full-sun,high,4-9,pink native pollinator tall
butterfly-weed,Butterfly Weed,Asclepias tuberosa,Asclepias,Perennial,false,,false,1,#f08a2c,,full-sun,low,3-9,orange native pollinator
bluestar,Bluestar,Amsonia,Amsonia,Perennial,false,,false,1,#9fb6e0,,full-sun,moderate,3-9,blue native fall color
brunnera,Brunnera,Brunnera macrophylla,Brunnera,Perennial,false,,false,1,#6f8fd6,#6f8f7a,part-shade,moderate,3-8,blue shade foliage
lungwort,Lungwort,Pulmonaria,Pulmonaria,Perennial,false,,false,1,#8f6fc6,#6f8f7a,part-shade,moderate,3-8,purple shade early
helenium,Sneezeweed,Helenium,Helenium,Perennial,false,,false,1,#e0641f,,full-sun,moderate,3-8,orange pollinator fall
solomons-seal,Solomon's Seal,Polygonatum,Polygonatum,Perennial,false,,false,1,#fbfbf2,#5f8a5f,part-shade,moderate,3-8,white shade native
virginia-bluebells,Virginia Bluebells,Mertensia virginica,Mertensia,Perennial,false,,false,1,#6f8fd6,,part-shade,moderate,3-8,blue native spring
cardinal-flower,Cardinal Flower,Lobelia cardinalis,Lobelia,Perennial,false,,false,1,#d6281f,,part-sun,high,3-9,red native pollinator
sea-thrift,Sea Thrift,Armeria maritima,Armeria,Perennial,false,,false,1,#e07fa8,,full-sun,low,4-8,pink edging
candytuft,Candytuft,Iberis sempervirens,Iberis,Perennial,false,,false,1,#fbfbfb,#5f8a5a,full-sun,low,3-9,white evergreen edging
siberian-iris,Siberian Iris,Iris sibirica,Iris,Perennial,true,irises,false,1,#6f5fb0,,full-sun,moderate,3-9,purple easy
coleus,Coleus,Coleus scutellarioides,Coleus,Annual,true,coleus,true,0,,#9c4d3c,part-shade,moderate,10-11,foliage shade colorful
coleus-redhead,Redhead,Coleus 'Redhead',Coleus,Annual,true,coleus,false,0,,#a8283a,part-shade,moderate,10-11,foliage red shade colorful
coleus-wasabi,Wasabi,Coleus 'Wasabi',Coleus,Annual,true,coleus,false,0,,#9ab83a,part-shade,moderate,10-11,foliage green gold shade colorful chartreuse
coleus-black-dragon,Black Dragon,Coleus 'Black Dragon',Coleus,Annual,true,coleus,false,0,,#4a2a3a,part-shade,moderate,10-11,foliage burgundy purple shade colorful
coleus-sedona-sunset,Sedona Sunset,Coleus 'Sedona Sunset',Coleus,Annual,true,coleus,false,0,,#c85a2a,part-shade,moderate,10-11,foliage orange copper shade colorful
coleus-henna,Henna,Coleus 'Henna',Coleus,Annual,true,coleus,false,0,,#b87a3a,part-shade,moderate,10-11,foliage gold green copper shade colorful
coleus-pineapple,Pineapple,Coleus 'Pineapple',Coleus,Annual,true,coleus,false,0,,#d8c038,part-shade,moderate,10-11,foliage gold green yellow shade colorful
coleus-campfire,Campfire,Coleus 'Campfire',Coleus,Annual,true,coleus,false,0,,#d6502a,part-shade,moderate,10-11,foliage orange red shade colorful
coleus-pink-chaos,Pink Chaos,Coleus 'Pink Chaos',Coleus,Annual,true,coleus,false,0,,#c84a7e,part-shade,moderate,10-11,foliage pink magenta green shade colorful
coleus-kong-rose,Kong Rose,Coleus 'Kong Rose',Coleus,Annual,true,coleus,false,0,,#c04a6e,full-shade,moderate,10-11,foliage pink rose green shade colorful
coleus-wizard-velvet,Wizard Velvet Red,Coleus 'Wizard Velvet Red',Coleus,Annual,true,coleus,false,0,,#9a283a,part-shade,moderate,10-11,foliage red burgundy gold shade colorful
coleus-lime-time,Lime Time,Coleus 'ColorBlaze Lime Time',Coleus,Annual,true,coleus,false,0,,#a8c83a,part-shade,moderate,10-11,foliage green gold shade colorful lime
coleus-watermelon,Watermelon,Coleus 'Versa Watermelon',Coleus,Annual,true,coleus,false,0,,#c83a5e,part-shade,moderate,10-11,foliage pink red green shade colorful
lantana,Lantana,Lantana camara,Lantana,Annual,true,lantana,true,1,#f08a2c,,full-sun,low,9-11,orange pollinator heat
lantana-miss-huff,Miss Huff,Lantana camara 'Miss Huff',Lantana,Annual,true,lantana,false,1,#f0802c,,full-sun,low,7-11,orange yellow pink heat pollinator
lantana-new-gold,New Gold,Lantana camara 'New Gold',Lantana,Annual,true,lantana,false,1,#f4c020,,full-sun,low,9-11,yellow gold heat pollinator
lantana-dallas-red,Dallas Red,Lantana camara 'Dallas Red',Lantana,Annual,true,lantana,false,1,#e0482a,,full-sun,low,9-11,red orange yellow heat pollinator
lantana-radiation,Radiation,Lantana camara 'Radiation',Lantana,Annual,true,lantana,false,1,#e85a2a,,full-sun,low,9-11,orange red yellow heat pollinator
lantana-bandana-cherry,Bandana Cherry,Lantana 'Bandana Cherry',Lantana,Annual,true,lantana,false,1,#d63a5e,,full-sun,low,9-11,red pink heat pollinator
lantana-bandana-rose,Bandana Rose,Lantana 'Bandana Rose',Lantana,Annual,true,lantana,false,1,#e06a9e,,full-sun,low,9-11,pink rose yellow heat pollinator
lantana-luscious-citrus,Luscious Citrus,Lantana 'Luscious Citrus Blend',Lantana,Annual,true,lantana,false,1,#f0902a,,full-sun,low,9-11,orange yellow red heat pollinator
lantana-confetti,Confetti,Lantana camara 'Confetti',Lantana,Annual,true,lantana,false,1,#e88a6a,,full-sun,low,9-11,pink yellow purple heat pollinator
lantana-lucky-white,Lucky White,Lantana camara 'Lucky White',Lantana,Annual,true,lantana,false,1,#f0ece0,,full-sun,low,9-11,white cream heat pollinator
lantana-purple-trailing,Purple Trailing,Lantana montevidensis,Lantana,Annual,true,lantana,false,1,#9a6fc0,,full-sun,low,9-11,purple lavender trailing heat pollinator
lantana-bandana-pink,Bandana Pink,Lantana 'Bandana Pink',Lantana,Annual,true,lantana,false,1,#e89ab0,,full-sun,low,9-11,pink yellow heat pollinator
verbena-annual,Verbena,Verbena,Verbena,Annual,true,verbena,true,1,#a05fb0,,full-sun,moderate,9-11,purple trailing
verbena-annual-red,Red Verbena,Verbena × hybrida,Verbena,Annual,true,verbena,false,1,#d6384a,,full-sun,moderate,9-11,red trailing
verbena-annual-pink,Pink Verbena,Verbena × hybrida,Verbena,Annual,true,verbena,false,1,#e85a9a,,full-sun,moderate,9-11,pink trailing
verbena-annual-white,White Verbena,Verbena × hybrida,Verbena,Annual,true,verbena,false,1,#f4f2ea,,full-sun,moderate,9-11,white trailing
verbena-annual-blue,Imperial Blue,Verbena 'Superbena Imperial Blue',Verbena,Annual,true,verbena,false,1,#5a6ac8,,full-sun,moderate,9-11,blue purple trailing
verbena-annual-magenta,Magenta Verbena,Verbena × hybrida,Verbena,Annual,true,verbena,false,1,#cc2e8e,,full-sun,moderate,9-11,magenta pink trailing
verbena-annual-coral,Coral Verbena,Verbena × hybrida,Verbena,Annual,true,verbena,false,1,#f0705a,,full-sun,moderate,9-11,coral red trailing
verbena-annual-lavender,Lavender Verbena,Verbena × hybrida,Verbena,Annual,true,verbena,false,1,#b89ad0,,full-sun,moderate,9-11,lavender purple trailing
verbena-annual-dark-purple,EnduraScape Dark Purple,Verbena 'EnduraScape Dark Purple',Verbena,Annual,true,verbena,false,1,#6a3a9e,,full-sun,moderate,9-11,purple violet trailing
verbena-annual-pink-bicolor,Pink Bicolor,Verbena 'EnduraScape Pink Bicolor',Verbena,Annual,true,verbena,false,1,#e888b0,,full-sun,moderate,9-11,pink white bicolor trailing
verbena-annual-burgundy,Plum Wine,Verbena 'Superbena Royale Plum Wine',Verbena,Annual,true,verbena,false,1,#8a2a4e,,full-sun,moderate,9-11,burgundy magenta trailing
verbena-annual-scarlet,Scarlet Verbena,Verbena 'Lanai Scarlet',Verbena,Annual,true,verbena,false,1,#d6303a,,full-sun,moderate,9-11,red scarlet trailing
angelonia,Angelonia,Angelonia angustifolia,Angelonia,Annual,true,angelonia,true,1,#8f6fc6,,full-sun,moderate,9-11,purple heat vertical
angelonia-white,Serena White,Angelonia 'Serena White',Angelonia,Annual,true,angelonia,false,1,#f2f0ea,,full-sun,moderate,9-11,white heat vertical
angelonia-pink,Serena Rose,Angelonia 'Serena Rose',Angelonia,Annual,true,angelonia,false,1,#e0689e,,full-sun,moderate,9-11,pink rose heat vertical
angelonia-blue,Serena Blue,Angelonia 'Serena Blue',Angelonia,Annual,true,angelonia,false,1,#6a6fc6,,full-sun,moderate,9-11,blue purple heat vertical
angelonia-purple,Serena Purple,Angelonia 'Serena Purple',Angelonia,Annual,true,angelonia,false,1,#7a3a9e,,full-sun,moderate,9-11,purple heat vertical
